household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
MYA-0061253,Myanmar,Sagaing,4,"[{""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,M,disabled,"education,wash"
MYA-0106868,Myanmar,Sagaing,6,"[{""age"": 79, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 79, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}]",79,F,pregnant_lactating,"medical,protection"
MYA-0093531,Myanmar,Rakhine IDP Camps,3,"[{""age"": 75, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 81, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}]",81,F,disabled,"protection,medical,education"
MYA-0077575,Myanmar,Sagaing,5,"[{""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,F,disabled,protection
MYA-0086308,Myanmar,Shan Region,4,"[{""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 85, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 85, ""gender"": ""F"", ""vulnerable_flag"": true}]",85,F,chronic_illness,"food,shelter"
MYA-0077246,Myanmar,Sagaing,7,"[{""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",59,F,unaccompanied_minor,"food,education,wash,livelihood"
IND-0032588,India,Jammu,4,"[{""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,F,gbv_survivor,"wash,shelter"
MYA-0098515,Myanmar,Shan Region,2,"[{""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",14,M,,"protection,shelter,food,education"
MYA-0064863,Myanmar,Kachin Shelters,2,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,F,,"livelihood,education"
MYA-0066991,Myanmar,Rakhine IDP Camps,2,"[{""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,F,,wash
BAN-0003155,Bangladesh,Nayapara,5,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,F,,"livelihood,wash,education,medical"
MYA-0092874,Myanmar,Sagaing,8,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 89, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}]",89,F,,food
MYA-0090759,Myanmar,Kachin Shelters,5,"[{""age"": 73, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}]",73,M,pregnant_lactating,"food,livelihood,education"
MYA-0109423,Myanmar,Sagaing,5,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 80, ""gender"": ""F"", ""vulnerable_flag"": false}]",80,F,single_parent,food
CAM-0114484,Cambodia,Border Area 2,6,"[{""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 72, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}]",72,M,gbv_survivor,"shelter,livelihood,wash,protection"
MYA-0109902,Myanmar,Kachin Shelters,4,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}]",24,F,,education
MYA-0047668,Myanmar,Rakhine IDP Camps,5,"[{""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 77, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}]",77,M,single_parent,"livelihood,wash,food,protection"
MYA-0044233,Myanmar,Sagaing,5,"[{""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,F,,"shelter,wash,education"
BAN-0010947,Bangladesh,Kutupalong,7,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}]",51,F,gbv_survivor,"wash,food,protection"
MYA-0076100,Myanmar,Shan Region,4,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}]",44,F,,"education,medical,wash"
MYA-0087359,Myanmar,Kachin Shelters,3,"[{""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 88, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}]",88,F,child_labor_risk,shelter
MYA-0078830,Myanmar,Sagaing,4,"[{""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": true}]",53,M,pregnant_lactating,"medical,protection,food"
MYA-0068771,Myanmar,Kachin Shelters,4,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 83, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}]",83,F,,"protection,medical,education"
MYA-0104630,Myanmar,Shan Region,4,"[{""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}]",42,M,,"protection,food,shelter,wash"
MAL-0025727,Malaysia,Klang Valley,4,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}]",36,F,,shelter
MYA-0109278,Myanmar,Sagaing,4,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}]",52,F,,medical
BAN-0013062,Bangladesh,Camp 24,5,"[{""age"": 63, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}]",63,F,,"wash,medical,shelter"
BAN-0014638,Bangladesh,Bhasan Char,4,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 60, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}]",60,F,,food
BAN-0021189,Bangladesh,Bhasan Char,5,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": true}]",56,M,single_parent,"livelihood,protection,food,education"
MYA-0107279,Myanmar,Sagaing,5,"[{""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}]",47,F,,"food,livelihood,education"
BAN-0009602,Bangladesh,Bhasan Char,1,"[{""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}]",12,F,,education
CAM-0115259,Cambodia,Border Area 1,6,"[{""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 89, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}]",89,F,child_labor_risk,"protection,wash,medical,livelihood"
MYA-0063734,Myanmar,Rakhine IDP Camps,6,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,M,unaccompanied_minor,"protection,medical"
BAN-0011401,Bangladesh,Kutupalong,1,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}]",30,F,,shelter
BAN-0016173,Bangladesh,Kutupalong,4,"[{""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",13,F,unaccompanied_minor,"shelter,food,wash,protection"
MYA-0061125,Myanmar,Sagaing,3,"[{""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}]",24,F,gbv_survivor,wash
MYA-0046394,Myanmar,Shan Region,3,"[{""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,M,single_parent,protection
BAN-0007607,Bangladesh,Bhasan Char,7,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}]",31,F,unaccompanied_minor,medical
MYA-0075216,Myanmar,Shan Region,4,"[{""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,M,,"medical,livelihood,education,food"
BAN-0001941,Bangladesh,Kutupalong,6,"[{""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 61, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}]",61,F,elderly_at_risk,"livelihood,medical"
MYA-0059084,Myanmar,Kachin Shelters,5,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,M,chronic_illness,"shelter,wash"
MYA-0047870,Myanmar,Shan Region,2,"[{""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}]",46,M,,"protection,food,medical"
BAN-0023829,Bangladesh,Bhasan Char,4,"[{""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 65, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}]",65,M,pregnant_lactating,food
MYA-0063896,Myanmar,Kachin Shelters,6,"[{""age"": 68, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}]",68,F,single_parent,livelihood
BAN-0014077,Bangladesh,Bhasan Char,2,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": true}]",23,M,single_parent,"shelter,medical,livelihood,food"
BAN-0023295,Bangladesh,Bhasan Char,4,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,M,,"wash,education,medical"
CAM-0116049,Cambodia,Transit Center,1,"[{""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}]",38,M,,medical
MYA-0039997,Myanmar,Sagaing,4,"[{""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,F,,"wash,livelihood,protection,medical"
MYA-0089928,Myanmar,Sagaing,4,"[{""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,M,,wash
MYA-0096707,Myanmar,Shan Region,2,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}]",23,M,child_labor_risk,"protection,medical"
MYA-0056580,Myanmar,Sagaing,4,"[{""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",52,F,,wash
BAN-0005735,Bangladesh,Kutupalong,4,"[{""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,M,gbv_survivor,"wash,food,medical"
BAN-0001818,Bangladesh,Kutupalong,3,"[{""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}]",52,F,,livelihood
MYA-0071351,Myanmar,Shan Region,5,"[{""age"": 86, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}]",86,F,elderly_at_risk,"shelter,wash"
MYA-0054167,Myanmar,Sagaing,4,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": true}]",54,M,gbv_survivor,wash
MYA-0052476,Myanmar,Kachin Shelters,1,"[{""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}]",15,M,,"protection,livelihood,shelter"
MYA-0061799,Myanmar,Rakhine IDP Camps,2,"[{""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": true}]",20,F,unaccompanied_minor,"medical,food,protection"
MYA-0059997,Myanmar,Rakhine IDP Camps,5,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,F,,"food,protection,medical,livelihood"
BAN-0016849,Bangladesh,Nayapara,5,"[{""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}]",55,M,,"shelter,livelihood,wash,protection"
MYA-0045844,Myanmar,Kachin Shelters,4,"[{""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}]",33,F,chronic_illness,"shelter,livelihood"
MYA-0064433,Myanmar,Sagaing,6,"[{""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 66, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}]",70,F,unaccompanied_minor,"food,livelihood"
MYA-0112777,Myanmar,Kachin Shelters,3,"[{""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",45,M,disabled,wash
MYA-0082882,Myanmar,Sagaing,1,"[{""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",12,M,,"medical,protection,wash,food"
MYA-0041502,Myanmar,Sagaing,5,"[{""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,M,pregnant_lactating,"protection,medical"
MYA-0090008,Myanmar,Kachin Shelters,4,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}]",59,M,,"food,education,protection"
BAN-0006880,Bangladesh,Camp 24,5,"[{""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": true}]",42,F,disabled,"medical,wash,shelter,education"
MYA-0082602,Myanmar,Rakhine IDP Camps,3,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": true}]",47,F,chronic_illness,"livelihood,wash,medical"
MYA-0058359,Myanmar,Sagaing,4,"[{""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}]",22,F,,livelihood
MYA-0040978,Myanmar,Sagaing,3,"[{""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": true}]",59,M,disabled,protection
MYA-0064434,Myanmar,Sagaing,5,"[{""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,F,,protection
MYA-0094259,Myanmar,Rakhine IDP Camps,4,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",59,M,malnutrition,education
MYA-0082792,Myanmar,Shan Region,4,"[{""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": true}]",51,F,malnutrition,education
MYA-0101163,Myanmar,Rakhine IDP Camps,5,"[{""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 79, ""gender"": ""F"", ""vulnerable_flag"": false}]",79,F,,"medical,food,livelihood"
IND-0033665,India,Hyderabad,3,"[{""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": true}]",6,M,malnutrition,"food,wash,protection"
MYA-0071078,Myanmar,Sagaing,4,"[{""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}]",49,F,,shelter
MYA-0067138,Myanmar,Sagaing,4,"[{""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}]",26,F,malnutrition,"education,shelter,livelihood,wash"
